Media ID,Comment ID,Username,Comment Text,Comment Created At
3372074159740963802,18034649332797575,mariaaslam987,Ameen,2024-05-20 19:58:10+00:00
3372074159740963802,17850327204207061,xxamina88xx,Allah humma Aameen!!,2024-05-20 19:07:05+00:00
3372074159740963802,17948833544803810,shamzem,Aamin Ya Rabbal Aalamin 🤲🏻,2024-05-20 18:45:18+00:00
3372074159740963802,17852586252193220,enticechocolate,❤️❤️❤️❤️,2024-05-20 18:31:35+00:00
3372074159740963802,18028973693043177,curio_ash,Ameen 🤲,2024-05-20 18:01:02+00:00
3372074159740963802,17993284601638009,furebyfurayya,Allaahumma Amin,2024-05-20 17:30:37+00:00
3372074159740963802,18009243035213416,hazaroshada,🤍,2024-05-20 17:25:23+00:00
3372074159740963802,17943878636805882,raheela.l,Ameen,2024-05-20 17:21:33+00:00
3177786685021404728,17991742436585985,juliemathelin,Wow 🔥,2024-01-16 12:10:17+00:00
3177786685021404728,18014859107313171,m74.k65,👏👏👏,2024-01-11 05:28:36+00:00
3177786685021404728,17905797284806993,ummumayra,🤍🤍🤍🤍🤍🤍,2023-12-08 10:06:29+00:00
3177786685021404728,18269909179161300,sumaiyya.books,Your work brings me joy ♥️,2023-12-04 18:18:38+00:00
3177786685021404728,18006483572485167,aiseturkmenn,😁🤭,2023-11-28 13:37:39+00:00
3177786685021404728,18397951048062511,niqab_center,@aiseturkmenn 😂,2023-11-28 13:26:52+00:00
3177786685021404728,17924359427801597,aiseturkmenn,@niqab_center ekibi 🤡,2023-11-28 10:56:09+00:00
3177786685021404728,18012272968879341,shirazirmt,I love this page,2023-11-20 19:57:25+00:00
3177786685021404728,18015356902803031,big_ant310,🇦🇪 Sharjah?,2023-11-13 06:25:58+00:00
3177786685021404728,17987613320351421,zahrafrazack_,🥹🤍,2023-09-14 13:32:50+00:00
3177786685021404728,17960640536634489,maryam_tangi,Brilliant 👏👏,2023-09-14 07:00:29+00:00
3177786685021404728,18017202667695895,hiitsmoh,,2023-09-06 18:11:33+00:00
3177786685021404728,18279059770151358,anythingthatgivesmefeels,❤️,2023-08-26 21:31:28+00:00
3177786685021404728,17976376826311525,dinnche,So good!,2023-08-26 12:42:39+00:00
